f1_macro,f1_micro,precision_macro,recall_macro,mAP_macro
0.6407547773393799,0.6398390342052314,0.5772291033605905,0.8053525178525179,0.5930997995147088
0.6958621234334957,0.7241379310344828,0.6710207063392587,0.7817885487528343,0.6531550050562033
0.6050562888624301,0.6774941995359629,0.6433996063460349,0.6536777210884354,0.6068035338372028
0.583179914976123,0.6595744680851063,0.5240159095915013,0.7046667618096191,0.5678091105816343
0.6086855957119071,0.6363636363636364,0.5584988097803224,0.8071948223733939,0.5727179574084709
