f1_macro,f1_micro,precision_macro,recall_macro,mAP_macro
0.7611415475281021,0.8113695090439277,0.8026244588744589,0.7561989928061357,0.847867529283608
0.7094082341937487,0.8253968253968254,0.8082256463945983,0.6638966192537622,0.8487539748511402
0.7041366925915025,0.8052631578947368,0.7720658824053555,0.690625,0.7691367549595428
0.7574554619812927,0.7875647668393783,0.8286674139352712,0.7457166180380466,0.8378914174827858
0.6901609440816766,0.825136612021858,0.7642267354447556,0.6456179138321996,0.7662103245800805
